Date,Open,High,Low,Close,Volume
2016-02-29,43.9236992302515,44.14980826221211,43.630593509749396,43.647342681884766,13823000
2016-03-01,43.823202060132694,44.568522559296376,43.823202060132694,44.50152587890625,13424800
2016-03-02,44.38429480967329,44.58528170121833,44.30892512466619,44.5350341796875,8877600
2016-03-03,44.50990619315675,44.89512755742796,44.43453651800996,44.85325622558594,9809000
2016-03-04,44.82813858430896,45.30547887751435,44.727646731681084,45.037498474121094,10006900
2016-03-07,44.803017451073536,45.18823889049608,44.73602075139389,45.17148971557617,11754000
2016-03-08,44.8030145720287,44.836512919715915,44.468037484313065,44.5350341796875,12241100
2016-03-09,44.65226889231976,44.80300824103338,44.526651703532465,44.677391052246094,11060100
2016-03-10,44.7778896872434,44.97887337199569,44.233552751431326,44.61040115356445,12693300
2016-03-11,45.0207409299433,45.3640909576211,44.9872457816799,45.255226135253906,11059900
2016-03-14,45.087740204227984,45.41434107923617,45.087740204227984,45.29710006713867,6946700
2016-03-15,44.970493977484715,45.27197265625,44.82812762603328,45.27197265625,6948700
2016-03-16,45.17148012959764,45.69906784658919,45.062615307588466,45.431087493896484,11447900
2016-03-17,45.71583557918868,46.57839748996876,45.43947893131986,46.42765808105469,17009400
2016-03-18,46.548004513921946,46.926786391563205,46.497502404215325,46.82577896118164,17059800
2016-03-21,46.76686124149443,47.103553771972656,46.707939968386526,47.103553771972656,7150400
2016-03-22,46.64060287140521,46.97729863693218,46.63218692220298,46.83420181274414,7570500
2016-03-23,46.73319179645062,46.792113070530974,46.48908754042138,46.53117370605469,10833200
2016-03-24,46.26181055590444,46.396488189697266,46.07663081629435,46.396488189697266,10403600
2016-03-28,46.40491794358714,46.5311764479269,46.202899841287184,46.413333892822266,6591700
2016-03-29,46.320737368662144,46.724770318438836,46.05980122810112,46.71635437011719,9271800
2016-03-30,47.12880928147657,47.16247628773347,46.80052947998047,46.80052947998047,8197600
2016-03-31,46.89311976513341,46.96046019785158,46.6321836157719,46.691104888916016,12949100
2016-04-01,46.4217563360551,46.90996170043945,46.08506054539972,46.90996170043945,16184500
2016-04-04,46.75003137405951,46.80895265377256,46.295493035442625,46.37966537475586,12014900
2016-04-05,46.06822428196876,46.30390940294837,45.92513066165084,46.093475341796875,11244900
2016-04-06,46.07664628980503,46.32074737548828,45.66419409163481,46.32074737548828,10962400
2016-04-07,45.93354362138032,46.17764788705945,45.73152873396698,45.8746223449707,13364500
2016-04-08,46.160810570682855,46.5648435371587,46.01771375555283,46.05138397216797,9188900
2016-04-11,46.278644600468816,46.58167007229722,46.05137549659751,46.06821060180664,7710100
2016-04-12,46.0850500106472,46.5732584743992,46.00929363561563,46.33757019042969,10724300
2016-04-13,46.76686154806298,47.15405940558697,46.707940274568834,47.02779769897461,13215500
2016-04-14,47.2550702377342,47.30557556619971,47.044636185581155,47.111976623535156,13195200
2016-04-15,47.19614495302989,47.22139600963441,47.05305135097957,47.1793098449707,10781600
2016-04-18,46.96887719351698,47.38132932568903,46.893120810504506,47.221397399902344,8619000
2016-04-19,47.47392930719431,47.74328467030433,47.37291863780114,47.558101654052734,9318800
2016-04-20,47.57493708981144,47.73486583431995,47.356083848937445,47.48234558105469,13632600
2016-04-21,47.54966964805836,47.64225791395145,47.31398137669306,47.36448669433594,11941800
2016-04-22,47.39817323362268,47.55810197813119,47.25507638982519,47.48234558105469,14749400
2016-04-25,47.440248894445176,47.457084002394716,47.027796777102736,47.25506591796875,10224100
2016-04-26,47.36449236919859,47.675933837890625,47.33924131283582,47.675933837890625,10139900
2016-04-27,47.734863578895336,48.13048065726558,47.54126462017369,48.012638092041016,9258100
2016-04-28,47.6843564644984,48.09680539959958,47.44025219868087,47.549678802490234,19554900
2016-04-29,47.28030849458852,47.47391059580104,46.9857021857311,47.27189254760742,16369900
2016-05-02,47.36448610027186,47.54966905167164,47.154052095851405,47.51599884033203,10145100
2016-05-03,47.204555805927754,47.204555805927754,46.80051970554273,47.12879943847656,11171400
2016-05-04,46.87628070479316,46.9099509183135,46.34598929120519,46.548004150390625,22102700
2016-05-05,46.67427125130778,46.79211380130889,46.421751042595574,46.52275848388672,12841100
2016-05-06,46.329161375422466,46.8678720314906,46.244985828556324,46.83420181274414,9934400
2016-05-09,46.733198282088196,46.8257897859125,46.522764213748985,46.62377166748047,7765100
2016-05-10,46.75844002887074,47.43182827122884,46.75844002887074,47.42341232299805,14983100
2016-05-11,47.38974449956356,47.541257263110964,47.02779769897461,47.02779769897461,12802000
